"Nom","Adresse 1","Adresse 2","Code postal","Ville","TÈlÈphone 1","TÈlÈphone 2","Fax","NAF","SIRET","Effectif","Responsable","ActivitÈ"
"LIBRAIRIE AUGUSTE BLAIZOT","","164 RUE FAUBOURG ST HONORE","75008","PARIS","0143593658","","","4779Z","58201405600011","3 ‡ 5","Blaizot PAUL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LIBRAIRIE DE LA MUETTE","","9 RUE POMPE","75116","PARIS","0140501540","","","4779Z","73207857100013","6 ‡ 9","Huret JEAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LIBRAIRIE VRAIN JEAN CLAUDE","","12 RUE ST SULPICE","75006","PARIS","0144071666","","","4779Z","40896371800056","3 ‡ 5","VRAIN JEAN-CLAUDE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MILLE ET UNE LISTES","","27 RUE CHAUSSEE D'ANTIN","75009","PARIS","0811741001","","","4791B","42289196000292","10 ‡ 19","Liot ALEXANDRE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LITRIMARCHE","","3 AVENUE ANDRE BONNIN","35135","CHANTEPIE","0965162460","","","4779Z","44925961300023","3 ‡ 5","BOULLE LAURENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MATELAS NO STRESS","","67 RUE RACINE","59200","TOURCOING","0366191180","","","4791B","53386039100051","10 ‡ 19","HAESE BRUNO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TROC COM","","735 RUE LOUIS DELAGE","66000","PERPIGNAN","0468638532","","0468639812","4779Z","44945529400446","20 ‡ 49","HAPPY CASH","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"COSME","","2 PASSAGE THIERE","75011","PARIS","0179733090","","","4791A","80388291900035","3 ‡ 5","ATBD","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LINA SOFAS","","6 RUE POUCHET","75017","PARIS","0144855924","","","4791B","48787025500014","20 ‡ 49","Douidi DJAMAL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TEDIBER INCROYABLE MATELAS","","13 RUE STE CROIX LA BRETONNERIE","75004","PARIS","0142772641","","","4791B","81308963800049","20 ‡ 49","Groupe Tediber","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"WOPILO","","76 AVENUE WAGRAM","75017","PARIS","0187660520","","","4791B","82748546700050","6 ‡ 9","Hervet THOMAS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LECLERC DRIVE","","LECLERC DRIVE CCAL PORTES DE SOISSONS","02200","VAUXBUIN","0323749329","","","4791A","79212265700028","20 ‡ 49","PEZET BENOIT","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LOCATION ELECLERC","PARC COMMERCIAL","RUE COMMERCE","02200","SOISSONS","0323749329","","","4791A","79212265700028","20 ‡ 49","PEZET BENOIT","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"ELECLERC DRIVE","","35 RUE BELFORT","25400","AUDINCOURT","0381710108","","","4791A","35046802100026","20 ‡ 49","HEXAGODIS","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"E LECLERC ATLANTIS","ZI ATLANTIS CCAL ATLANTIS LE CEN","RUE OCEANE","44800","ST HERBLAIN","0240920910","","0240920292","4791A","84339381000018","50 ‡ 99","POINT RELAIS E.LECLERC FORCE 6","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"E LECLERC DRIVE","ZA DES GRANDS PRES","1 RUE FERDINAND BUISSON","53810","CHANGE","0243679320","","","4791A","75085626200027","50 ‡ 99","JAUD VINCENT","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"ELECLERC DRIVE SDH STE DIST HAZEBROUCK","ZONE DU PLANTIN","1 RUE LIBERTE","62190","LILLERS","0321621585","","","4791A","82160216600034","50 ‡ 99","LEROY CLEMENT","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LOCATION ELECLERC","","13 RUE PORT DU RHIN","67000","STRASBOURG","0367290801","","","4791A","75211494200044","20 ‡ 49","BINDOU SAID","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"ELECLERC DRIVE DRAGUIGNAN NORD","","AVENUE BROSSOLETTE","83300","DRAGUIGNAN","0494673850","","","4791A","83804294300020","50 ‡ 99","FARACO LOIC","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"E LECLERC DRIVE","ZAC DU GRAND VAL","RUE NIEMEN","95290","L'ISLE ADAM","0134080405","","","4791A","44267316600033","50 ‡ 99","PETITPAS LAURENT","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"AVENTURE NORDIQUE","","586 ROUTE VILLARD","38250","LANS EN VERCORS","0476397967","","","4791B","52461024300031","3 ‡ 5","CAHN REGIS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"RAYONRANDO","","8 RUE CLAIRIERES","44840","LES SORINIERES","0240460801","","","4791B","49428291600035","3 ‡ 5","CHAMPAIN FRANCK","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"COTE MOSAIQUE","","106 BOULEVARD CHATEAUDUN","45000","ORLEANS","0238680972","","","4791B","48149445800021","3 ‡ 5","BECHLER MURIEL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MEGACREA COM","PARC EUGENE","MARCHE 1 A RUE EUGENE MARECHAL","69200","VENISSIEUX","0472960910","","","4791B","75015934500024","3 ‡ 5","MATTERA THIERRY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"VOLTEX SELECTION","","19 PLACE ST GEORGES","31000","TOULOUSE","0534309119","","0562152744","4791B","39156782300045","50 ‡ 99","SJ INVEST","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"KARE","","40 RUE FRANCOIS GROULT","56850","CAUDAN","0222441212","","","4791A","50848753500033","6 ‡ 9","ABOU MADI GUY","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"CIMAISES ET PLUS","","7 RUE PRESLES","75015","PARIS","0140581170","","","4791A","43027088400033","3 ‡ 5","BONNET ERIC","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LIGHT MY PLACE","LES HAUTS DE L'ESTEREL PLAGE","50 BOULEVARD JEAN DORAT","83700","ST RAPHAEL","0768499752","","","4791B","53414907500036","3 ‡ 5","MARQUIS PHILIPPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"UPCYLINK","","10 MONTEE VERT","07310","ST JULIEN BOUTIERES","0660040741","","","4791B","83409155500013","6 ‡ 9","FAURE PAUL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PICK ET BOCH","","8 QUAI ROMAIN ROLLAND","69005","LYON","0478425504","","","4779Z","44959068600019","3 ‡ 5","BOCH BERNARD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PIERRE FRANCHOMME LAB","BAT M28","48 AVENUE GEN DE GAULLE","46200","SOUILLAC","0962560854","","","4791B","82945064200030","3 ‡ 5","ATHENEA","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"CHEZ NOUS CAMPAGNE","","BUBERTRE LES JONCHERETS BUBERTRE","61190","TOUROUVRE AU PERCHE","0233856335","","","4779Z","83103267700021","3 ‡ 5","ROUZIER CECILE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"BORDET ETS","","98 RUE LOUIS AMPERE","93330","NEUILLY SUR MARNE","0141547388","","","4791B","30737632700036","6 ‡ 9","STAES FLORENT","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"NOOTICA","CENTRE PUISSANTON B","181 CHEMIN PUISSANTON","06220","VALLAURIS","0497049885","","","4791B","49167170700041","20 ‡ 49","DONATO REMY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SPORTROC ET SPOC","","111 AVENUE LEON BERENGER SP OC","06700","ST LAURENT DU VAR","0493074044","","0493074840","4779Z","42085766600028","10 ‡ 19","GHENNAM LIONEL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"GOOD LUCK","","2 RUE ROME","13001","MARSEILLE","0488157868","","","4791A","49076912200055","3 ‡ 5","ROUAINIA MOURAD","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"GLISSE PROSHOP","","200 ALLEE JEAN FRANCOIS LESUEUR","34070","MONTPELLIER","0411932230","","","4791B","49538240000036","10 ‡ 19","LAFRETO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LA PALANQUEE NEW'S","","AVENUE FREDERIC FABREGES","34250","PALAVAS LES FLOTS","0467680410","","0467681573","4791B","42242546200013","6 ‡ 9","MOSSION SEBASTIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"EQUI BRIDE","","5 RUE EAU VIVE","35133","LECOUSSE","0223511182","","","4791B","49397722700021","3 ‡ 5","MUGNIER SEBASTIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TROC SPORT","","96 AVENUE GABRIEL PERI","38400","ST MARTIN D'HERES","0476540089","","","4779Z","41357899800036","20 ‡ 49","PUGIN-BRON YVAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"PERFORMANCE VELO","","3 ALLEE RENE DESCARTES","42400","ST CHAMOND","0428040873","","","4791B","82453158600041","3 ‡ 5","LENTINI CYRIL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"EDEALS","","26 Bis RUE MARCHE COMMUN","44300","NANTES","0228231929","","","4791B","48967909200028","6 ‡ 9","COSTANTINI RODOLPHE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"WACK SPORT","","12 RUE LAVOIR","57350","SPICHEREN","0387292690","","","4791B","31516033300011","10 ‡ 19","PERSONNE AURELIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MONSIEURGOLF","","67 RUE VARENNES","63170","AUBIERE","0473260883","","","4791B","79988951400011","3 ‡ 5","LAFRETO","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"FOOTFR SHOP","","14 RUE RENAN","69007","LYON","0186953243","","","4791B","81822298600031","3 ‡ 5","ADVERSPORT GROUP","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"NOSC ADVENTURE STORE","","19 RUE RENE LEYNAUD PASSAGE THIAFFAIT","69001","LYON","0977670853","","","4791A","84065568200036","3 ‡ 5","VITU NATHAN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"SNOWLEADER","","6 RUE PRES CARNOT","69002","LYON","0820420374","","","4791B","50767902500050","50 ‡ 99","HOHNECK COMPANY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TROC SPORT","","32 MONTEE BOISSERETTE","73190","ST JEOIRE PRIEURE","0479719010","","","4779Z","41357899800044","20 ‡ 49","PUGIN-BRON YVAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ALPINSTORE","ZAC DE BROMINES","180 ROUTE PRES ROLLIER","74330","SILLINGY","0972306150","","","4791B","82298507300045","10 ‡ 19","LABRUE PASCAL","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"HARDLOOP","PARC DES GLAISINS ANNECY LE VIEU","17 AVENUE PRE DE CHALLES","74940","ANNECY LE VIEUX","0485213182","","","4791B","80216619900041","20 ‡ 49","EDELWEISS","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SNOWLEADER","","15 RUE PRES FAVRE","74000","ANNECY","0820420374","","","4791B","50767902500050","50 ‡ 99","HOHNECK COMPANY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SNOWLEADER SAS","PARC ALTAIS","45 RUE SATURNE","74650","CHAVANOD","0820420374","","","4791B","50767902500050","50 ‡ 99","HOHNECK COMPANY","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"TROC SPORT","","1 RUE EGALITE","74960","MEYTHET","0450240176","","","4779Z","41357899800010","20 ‡ 49","PUGIN-BRON YVAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"IMOOVING","","125 RUE FBG ST DENIS","75010","PARIS","0140180022","","","4791B","82516219100050","6 ‡ 9","Benghellab KHALED","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SPORT SYSTEME","","155 RUE BAGNOLET","75020","PARIS","0140310013","","","4791B","41983829700010","10 ‡ 19","PALERMO ERIC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"MAKADAM SHOP","","80 RUE BEAUVOISINE","76000","ROUEN","0236567799","","","4791B","75329877700016","3 ‡ 5","MAKADAM SHOP","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"EKOI","","1090 AVENUE LIONS","83600","FREJUS","0494090109","","","4791A","44032751800104","20 ‡ 49","JC HOLDING","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"SHOP GUN","","407 RUE ANDRE CITROEN","83600","FREJUS","0658760556","","","4791A","48475639000056","10 ‡ 19","CYBERGUN","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"IMOOVING CLICHY","","110 BOULEVARD JEAN JAURES","92110","CLICHY","0140870954","","","4791B","82516219100027","6 ‡ 9","Benghellab KHALED","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SPORT SYSTEM","","39 AVENUE EDOUARD VAILLANT","92100","BOULOGNE BILLANCOURT","0146215040","","","4791B","41983829700044","10 ‡ 19","PALERMO ERIC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"SPORT SYSTEME","","80 AVENUE RESISTANCE","93340","LE RAINCY","0143028383","","","4791B","41983829700069","10 ‡ 19","PALERMO ERIC","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ECOSPORT","","22 RUE REPUBLIQUE","95120","ERMONT","0134147934","","","4779Z","42240189300033","3 ‡ 5","DA COSTA JEAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LCF","","2 RUE MISSION","17810","ST GEORGES DES COTEAUX","0546973442","","","4791B","84849411800062","3 ‡ 5","LCF","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"ZE DRIVE","","675 AVENUE EUROPE","33240","ST ANDRE DE CUBZAC","0603724313","","","4791A","87793710200011","3 ‡ 5","LE DRIVE TOUT NU","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"AMIS DE LA FERME","","22 CHEMIN REINE GUENIEVRE","35740","PACE","0614193887","","","4791A","49787124400016","3 ‡ 5","CHERDEL LAETITIA","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"LE MONDE DU BIO","","15 RUE RENE CASSIN","37390","NOTRE DAME D'OE","0247287822","","","4791B","48384520200041","10 ‡ 19","ROMBI OLIVIER","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE CHANVRIER FRANCAIS","","40 RUE FBG MONTMARTRE","75009","PARIS","0142630870","","","4791B","84849411800047","3 ‡ 5","LCF","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE CHANVRIER FRANCAIS","","7 RUE TURENNE","75004","PARIS","0175572198","","","4791B","84849411800021","3 ‡ 5","LCF","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LE CHANVRIER FRANCAIS CONVENTION","","201 RUE CONVENTION","75015","PARIS","0144935761","","","4791B","84849411800054","3 ‡ 5","LCF","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"BIOCOOP MONTAIGU","","PARC D'ACTIVITEE BELLEVUE","85600","BOUFFERE","0251092255","","","4779Z","49448008000048","10 ‡ 19","BOUHIER MARYLENE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MA RECOLTE BIO","","10 RUE GRATELOUBE","87590","ST JUST LE MARTEL","0685398742","","","4791B","82822298400019","3 ‡ 5","BERTRAND JULIEN","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"DH","","105 RUE RAYMOND BARBET","92000","NANTERRE","0176217922","","","4791B","84838969800046","20 ‡ 49","DE GROUPE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"LA GEODE LE SHOWROOM","","15 AVENUE MAR JOFFRE","66740","ST GENIS DES FONTAINES","0468566053","","","4791B","50484717900042","6 ‡ 9","DECRY DAVID","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"PIERREPOLIECOM","","PLACE PRADE","43350","ST PAULIEN","0415460035","","","4791B","52067359100027","3 ‡ 5","ANDRODIAS CAROLINE","VENTE A DISTANCE SUR CATALOGUE SPECIALISE"
"AU CHINEUR BOURGUIGNON","","10 ROUTE NATIONALE 5","21110","LONGEAULT","0787810924","","","4779Z","85028405000018","3 ‡ 5","SEBILLON CEDRIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MULTIREX","BP 65217 PARCD ACTIVITES DE VILL","17 RUE GRENOUILLE VERTE","44350","GUERANDE","0240010203","","","4791A","32973755500048","6 ‡ 9","LABBE FRANCK","VENTE A DISTANCE SUR CATALOGUE GENERAL"
"CASH CONVERTERS PREVESSIN","","14 RUE GENEVE","01630","ST GENIS POUILLY","0450281570","","","4779Z","87797306500023","3 ‡ 5","MH CONVERTERS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZC LA NEUVE","702 RUE SOURCE","01440","VIRIAT","0474515850","","","4779Z","53296790800015","10 ‡ 19","LYNA","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH SAINT QUENTIN SARL","","16 RUE RASPAIL","02100","ST QUENTIN","0323053663","","","4779Z","53516428900014","3 ‡ 5","PEROUMAL STEPHANE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZAC LA VALLEE","RUE ANTOINE PARMENTIER","02100","ST QUENTIN","0323621868","","","4779Z","83765112400013","6 ‡ 9","Matuszak ANGELIQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EC MONTLUCON","","RUE ALBERT EINSTEIN","03100","MONTLUCON","0470081180","","","4779Z","88896782500017","10 ‡ 19","DEBEAUPUIS ANNE-SOPHIE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH","","115 AVENUE GILBERT ROUX","03300","CUSSET","0470577630","","","4779Z","79240734800020","6 ‡ 9","RIVOAL MIKE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","CCAL AXE 85","59 ROUTE CANNES","06130","GRASSE","0951313127","","0956313127","4779Z","80236952000027","10 ‡ 19","DURET ANTHONY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASYCASH NICE NOTRE DAME","","14 AVENUE NOTRE DAME","06000","NICE","0486110599","","","4779Z","83804053300021","6 ‡ 9","LAPORTE DIT CUSSY FRANK","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"TROC COM CANNES  LA BOCCA","CANNES LA BOCCA","2 RUE PRADERIE CANNES LA BOCCA","06150","CANNES LA BOCCA","0493902247","","","4779Z","40408694400018","3 ‡ 5","THYRAULT SYLVAIN TRISTAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","GALERIE AUCHAN","1449 AVENUE REPUBLIQUE","07500","GUILHERAND","0782758898","","","4779Z","82853540100024","3 ‡ 5","FOURNIER FABIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","AVENUE PHILIPPE SEGUIN","10510","MAIZIERES LA GRANDE PAROIS","0325247638","","","4779Z","75223677800011","3 ‡ 5","ULGER GUNAY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","10 RUE EMILE ZOLA","10000","TROYES","0325766220","","","4779Z","52853586700014","6 ‡ 9","THOMAS SIMON","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","PARC D'ACTIVITE L'AIRE DES MOISS","12 RUE AVENIR","10410","ST PARRES AUX TERTRES","0325450741","","","4779Z","79511175600016","6 ‡ 9","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","BP 216","11 AVENUE ST ANTOINE","13015","MARSEILLE","0496198909","","","4779Z","79991333000038","10 ‡ 19","NICOLAS JEAN-FRANCOIS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS CITY JD & CO SARL","","126 BOULEVARD MAR FOCH","13300","SALON DE PROVENCE","0484172256","","","4779Z","79230295200017","3 ‡ 5","ROLAND DELPHINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","86 RUE ROME","13006","MARSEILLE","0486778300","","0491550685","4779Z","51127731100029","6 ‡ 9","NAVARRO YANNICK","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS 3D","CENTRE CIAL LA VALENTINE","111 ROUTE SABLIERE","13011","MARSEILLE","0491897439","","","4779Z","48806883400016","6 ‡ 9","DAUGEY DOMINIQUE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","SHOPPING","PROMENADE 22 AVENUE LIBERATION","13200","ARLES","0486638094","","","4779Z","85203124400027","6 ‡ 9","DAGUZ√â VINCENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","87 CHEMIN PEPINIERE","13600","LA CIOTAT","0442828079","","","4779Z","81532457900011","3 ‡ 5","HERBIN VINCENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"MARSEILLE EMMAUS POINTE ROUGE","","3 RUE COLBERT","13001","MARSEILLE","0491914560","","","4779Z","39952459400021","50 ‡ 99","EMMAUS POINTE ROUGE MARSEILLE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","431 RUE BORDEAUX","16000","ANGOULEME","0545213614","","0545213615","4779Z","44845920600018","10 ‡ 19","TAUFFLIEB JEROME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"LP CASH","","217 RUE AUVENT","16430","CHAMPNIERS","0629850114","","","4779Z","80191205600018","10 ‡ 19","LEGIER PAUL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","20 RUE LA FONTAINE","18390","ST GERMAIN DU PUY","0248651616","","","4779Z","85001851600037","6 ‡ 9","STOLL GUILLAUME","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","ZA MAZAUD","ZAC DU MAZAU 1","19100","BRIVE LA GAILLARDE","0555242540","","","4779Z","53425192100019","6 ‡ 9","VEYSSIERE STEFAN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","POLE SMART CITY","ROUTE MEZZAVIA","20090","AJACCIO","0495102525","","","4779Z","80325137000034","3 ‡ 5","PADOVANI ANTHONY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"BERTRAND DE COTTON SOCIETE DAGUERRE","","18 RUE BUFFON","21140","SEMUR EN AUXOIS","0358026296","","","4779Z","42964108700037","3 ‡ 5","De Cotton BERTRAND","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZAC LANGUEUX","16 RUE AMBROISE PARE","22360","LANGUEUX","0296522882","","","4779Z","42385434800012","6 ‡ 9","BEGOZE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZA LA CAVAILLE NORD","131 ROUTE BORDEAUX","24100","BERGERAC","0553241877","","","4779Z","75241138900022","6 ‡ 9","VERGNE THOMAS","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH 'N' STORE","","11 RUE STE CROIX","26200","MONTELIMAR","0475968411","","","4779Z","80903826800029","3 ‡ 5","R√âMOND FREDERIC","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","ZA PORTES DE PROVENCE","ROUTE NATIONALE 7","26200","MONTELIMAR","0475547812","","0475545400","4779Z","51022830700011","6 ‡ 9","LA-JMVH","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VICTOIRE CASH","","11 RUE PIERRES MISSIGAULT","28630","BARJOUVILLE","0237903265","","0237903931","4779Z","45147135300016","6 ‡ 9","NIKLY PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"ABC CASH","ZA DU BINIGOU","RUE DIDIER DAURAT","29600","ST MARTIN DES CHAMPS","0298792699","","","4779Z","51786975600026","10 ‡ 19","AMELOUNE AMINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH BREST","","27 RUE 2EME DB","29200","BREST","0298448027","","","4779Z","51369201200018","3 ‡ 5","AMELOUNE AMINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"VIDIPI VIDE","","126 BOULEVARD PLYMOUTH","29200","BREST","0745050613","","","4779Z","84830731000062","10 ‡ 19","LE REST BASTIEN","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","","148 RUE JEAN LAURET","30900","NIMES","0466050607","","","4779Z","52367042000018","10 ‡ 19","YOURASSOWSKY ALEXANDRE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","26 RUE STE URSULE","31000","TOULOUSE","0561210119","","","4779Z","51151377200018","3 ‡ 5","KOLANOWSKI JESSY","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH MURET","","14 RUE PIERRE DE FERMAT","31600","MURET","0534559665","","","4779Z","52048464300025","3 ‡ 5","BORDES BERNARD","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH PLAISANCE","","97 ROUTE LOMBEZ","31830","PLAISANCE DU TOUCH","0561410876","","","4779Z","51407387300010","3 ‡ 5","CONIN STEVE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH EXPRESS","","101 COURS ALSACE ET LORRAINE","33000","BORDEAUX","0556441988","","","4779Z","49952301700022","6 ‡ 9","LAMOTHE PHILIPPE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"EASY CASH","BAT EASY CASH","24 AVENUE GEN DE GAULLE","33500","LIBOURNE","0557742696","","","4779Z","79268974700022","6 ‡ 9","VERGNE FLORENT","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"HAPPY CASH","","240 AVENUE BOUCICAUT","33240","ST ANDRE DE CUBZAC","0557321473","","","4779Z","80191205600026","10 ‡ 19","LEGIER PAUL","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","31 AVENUE GEORGES CLEMENCEAU","34500","BEZIERS","0467493770","","","4779Z","84339437000020","20 ‡ 49","DACHEUX DELPHINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","3 RUE RONDELET","34000","MONTPELLIER","0620476454","","","4779Z","84339437000046","3 ‡ 5","DACHEUX DELPHINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
"CASH CONVERTERS","","ROUTE CARNON CENTRE COMMERCIAL AUCHAN MEDITERRANEE","34470","PEROLS","0467681932","","","4779Z","84339437000038","3 ‡ 5","DACHEUX DELPHINE","COMMERCE DE DETAIL DE BIENS D'OCCASION EN MAGASIN"
